,silhouette,calinski,davies,homogeneity,completeness,vMeasure,rand,num topics
0,0.007583264502419472,200.8682275162386,9.542063187466155,0.14305671350189864,0.46723127409434945,0.2190459975478414,0.09215645073161426,2
1,-0.0024553943923841465,157.29400603716786,11.236695705053483,0.3489025338487788,0.7676413722300446,0.4797518814979916,0.2616988658312905,3
2,-0.00996191087290206,198.3309950927589,9.252930571606155,0.4355006770824143,0.7613363838840055,0.5540645781828176,0.3503121893740833,4
3,-0.021766292887535565,161.3023884165811,9.035545087444273,0.45449171999688587,0.6798131344117441,0.5447731966136194,0.35991556865118407,5
4,-0.1268490590013413,135.55878724317148,7.1945068469758615,0.4689428632792619,0.7360419083996524,0.5728895636374706,0.36918401068088713,6
5,-0.08287533507357724,120.16524521932436,7.785244922309256,0.42088752113928457,0.6800347052279211,0.5199606557431743,0.31884375925794617,7
6,-0.13815255342085817,115.0603212992838,7.489968161469832,0.5554207081289512,0.6558856580851857,0.6014869348105065,0.4782275802012528,8
7,-0.12333301933101165,93.38651699426201,7.683359649077212,0.5216196320546446,0.6725176242072451,0.5875344628093779,0.4093884860607046,9
8,-0.07146114819278786,87.00710536187819,8.13762828896059,0.5624042099806599,0.6636985891547027,0.6088671862784325,0.4900551376194345,10
9,-0.12876637257655502,75.64513070935233,6.774564646382993,0.5623056075590387,0.6758681964656049,0.6138790460726944,0.5072226178680063,11
10,-0.1313211557033224,90.51892345226113,10.269901026828983,0.5882640704716443,0.6512187536295847,0.6181426435745807,0.47712182620975974,12
11,-0.13764622690952713,66.72274263055974,5.8780282442624845,0.5613291021649496,0.6455223282931289,0.6004889414278183,0.49665132408140134,13
12,-0.14002849444398358,71.92560419945974,7.0641216237096645,0.5558164346480247,0.6634579575408391,0.6048857236100948,0.4630253296449641,14
13,-0.08691922355694508,65.5439462524484,7.764278243622785,0.5572562307154605,0.5982139042913054,0.5770091590727268,0.46522705407719267,15
14,-0.13263000293519417,54.86724446799246,6.703545853701594,0.47101464700639495,0.5842188147215382,0.5215445278620388,0.3643564569916309,16
15,-0.14164275318058084,60.844218012991725,7.490494991316149,0.5681127453995302,0.5673746639959646,0.5677434648165502,0.47144629173647595,17
16,-0.12091440205324902,61.32126980933326,7.7698806763777775,0.5479227278157103,0.5923742503098428,0.5692820753609291,0.4259443060130425,18
17,-0.1370111094165442,58.879956745352196,8.285605686858991,0.5822325305410317,0.5571447458495893,0.5694124360304235,0.45947671404005425,19
